1	100	32	17.972	26940	1149.43	regular	small	99.12
1	100	64	20.0211	42252	1162.79	regular	small	98.99
1	100	96	22.6357	52252	1204.82	regular	small	99.03
1	100	128	24.4477	72532	1219.51	regular	small	98.9
1	135	32	21.7731	26940	793.651	regular	small	99.76
1	135	64	24.2148	42252	833.333	regular	small	99.64
1	135	96	27.5204	52252	826.446	regular	small	99.66
1	135	128	29.7852	72532	819.672	regular	small	99.68
1	170	32	25.593	26940	621.118	regular	small	99.94
1	170	64	28.8577	42252	632.911	regular	small	99.87
1	170	96	32.5534	52252	628.931	regular	small	99.9
1	170	128	34.9424	72532	653.595	regular	small	99.93
1.1	100	32	22.0398	26940	813.008	regular	small	99.66
1.1	100	64	24.1275	42252	787.402	regular	small	99.69
1.1	100	96	26.8237	52252	781.25	regular	small	99.72
1.1	100	128	29.2917	72532	699.301	regular	small	99.76
1.1	135	32	27.1845	26940	625	regular	small	99.97
1.1	135	64	29.7662	42252	564.972	regular	small	99.95
1.1	135	96	32.7892	52252	546.448	regular	small	99.97
1.1	135	128	35.2738	72532	555.556	regular	small	99.97
1.1	170	32	32.5459	26940	483.092	regular	small	99.98
1.1	170	64	35.4078	42252	404.858	regular	small	100
1.1	170	96	39.2285	52252	421.941	regular	small	100
1.1	170	128	41.7453	72532	414.938	regular	small	99.99
1.2	100	32	29.9963	26940	740.741	regular	small	99.74
1.2	100	64	29.8442	42252	561.798	regular	small	99.87
1.2	100	96	32.8419	52252	546.448	regular	small	99.92
1.2	100	128	35.247	72532	534.759	regular	small	99.91
1.2	135	32	37.1116	26940	564.972	regular	small	99.94
1.2	135	64	37.0909	42252	409.836	regular	small	99.97
1.2	135	96	41.1687	52252	384.615	regular	small	99.98
1.2	135	128	44.0021	72532	380.228	regular	small	99.99
1.2	170	32	43.4105	26940	432.9	regular	small	99.96
1.2	170	64	45.5793	42252	314.465	regular	small	99.99
1.2	170	96	49.2919	52252	282.486	regular	small	99.99
1.2	170	128	53.1113	72532	285.714	regular	small	99.99
1	100	32	5.76497	17252	2032.79	519.588	filter	small	99.4042	89.3452
1	100	64	6.14938	17764	1968.25	482.759	filter	small	99.517	90.5278
1	100	96	6.22649	17788	1968.25	466.667	filter	small	99.5351	91.2183
1	100	128	6.17102	17788	1952.76	478.178	filter	small	99.499	90.869
1	135	32	7.79607	17464	1559.75	437.5	filter	small	99.6705	92.7421
1	135	64	8.28515	18008	1485.03	408.428	filter	small	99.7382	93.8452
1	135	96	8.3758	18052	1450.29	398.734	filter	small	99.6434	93.7064
1	135	128	8.45069	18052	1476.19	394.984	filter	small	99.5667	93.7976
1	170	32	9.79469	17580	1252.53	376.682	filter	small	99.6209	94.8214
1	170	64	10.8026	18312	1158.88	337.349	filter	small	99.6344	95.4762
1	170	96	10.5474	18320	1192.31	336.449	filter	small	99.666	95.2778
1	170	128	10.5521	18316	1148.15	333.775	filter	small	99.7156	95.4325
1.1	100	32	8.25057	19880	1653.33	437.5	filter	small	99.6163	92.7659
1.1	100	64	8.81823	21836	1377.78	366.279	filter	small	99.7202	94.8611
1.1	100	96	9.04469	22212	1326.2	350	filter	small	99.5757	95.2302
1.1	100	128	9.14852	22320	1278.35	341.463	filter	small	99.7156	95.2937
1.1	135	32	11.0482	20068	1271.79	364.689	filter	small	99.6344	95.2857
1.1	135	64	11.9942	22272	1050.85	299.643	filter	small	99.4268	96.8294
1.1	135	96	12.4779	22816	1020.58	285.714	filter	small	99.5125	96.9286
1.1	135	128	12.4541	22992	988.048	279.689	filter	small	99.6299	97.0992
1.1	170	32	13.5907	20284	1016.39	312.655	filter	small	99.6705	97.0952
1.1	170	64	15.2904	22784	815.789	246.334	filter	small	99.7156	97.9405
1.1	170	96	15.61	23396	823.92	238.411	filter	small	99.6886	98.127
1.1	170	128	15.8236	23528	775	234.637	filter	small	99.6615	98.0595
1.2	100	32	14.7508	21984	1326.2	356.436	filter	small	99.4764	94.1508
1.2	100	64	12.3862	25916	1016.39	293.706	filter	small	99.5983	96.6905
1.2	100	96	12.6554	27112	935.849	281.564	filter	small	99.7202	97.0714
1.2	100	128	12.7404	27700	968.75	263.323	filter	small	99.5847	97.4405
1.2	135	32	18.8508	22220	1097.35	312.655	filter	small	99.657	96.3373
1.2	135	64	17.0167	26748	821.192	243.714	filter	small	99.684	98.2183
1.2	135	96	17.7498	28152	729.412	221.636	filter	small	99.7472	98.5952
1.2	135	128	17.7592	29064	706.553	213.559	filter	small	99.6705	98.4722
1.2	170	32	22.429	22496	905.109	280	filter	small	99.7608	97.6667
1.2	170	64	21.5229	27464	652.632	206.897	filter	small	99.6163	98.8889
1.2	170	96	22.1356	29092	593.301	184.886	filter	small	99.666	99.0516
1.2	170	128	23.1627	30076	567.506	174.394	filter	small	99.7743	99.0873
1	100	32	9.46883	330592	2407.77	631.579	stitch	small	98.4338	80.5556
1	100	64	10.4402	330768	2361.9	580.645	stitch	small	98.7226	82.623
1	100	96	11.4519	330884	2339.62	566.292	stitch	small	98.7452	83.6905
1	100	128	12.2918	330752	2296.3	563.758	stitch	small	98.7678	83.4484
1	135	32	11.6368	330732	1864.66	530.526	stitch	small	99.3771	85.4008
1	135	64	13.0784	330792	1758.87	501.992	stitch	small	99.3275	87.4246
1	135	96	14.3227	330948	1734.27	484.615	stitch	small	99.4403	88.496
1	135	128	15.4428	330832	1722.22	471.028	stitch	small	99.4313	88.4921
1	170	32	14.0925	330656	1401.13	450	stitch	small	99.6389	88.869
1	170	64	15.8958	330940	1362.64	413.115	stitch	small	99.6163	90.9603
1	170	96	17.177	330928	1347.83	410.423	stitch	small	99.6389	91.0079
1	170	128	18.5174	330908	1333.33	398.104	stitch	small	99.5622	91.0516
1.1	100	32	11.9772	331480	2084.03	551.422	stitch	small	99.0612	84.3294
1.1	100	64	13.619	333520	1631.58	442.105	stitch	small	99.3365	90.6825
1.1	100	96	14.5468	333600	1653.33	422.819	stitch	small	99.3591	90.8056
1.1	100	128	15.4484	333612	1653.33	411.765	stitch	small	99.4358	90.619
1.1	135	32	14.4261	331520	1610.39	469.274	stitch	small	99.5216	89.0476
1.1	135	64	17.2833	333704	1215.69	370.588	stitch	small	99.675	93.8294
1.1	135	96	18.3474	333888	1198.07	339.623	stitch	small	99.508	94.1746
1.1	135	128	19.6593	333920	1186.6	340.081	stitch	small	99.5577	94.0317
1.1	170	32	17.1892	331476	1192.31	399.366	stitch	small	99.5712	92.4087
1.1	170	64	21.2097	333724	932.331	310.345	stitch	small	99.6118	95.5238
1.1	170	96	22.3851	334144	968.75	295.428	stitch	small	99.5531	95.6786
1.1	170	128	23.9814	334072	942.966	289.988	stitch	small	99.6705	95.8889
1.2	100	32	13.8569	331960	2000	509.091	stitch	small	98.9212	81.3135
1.2	100	64	19.7008	335084	1347.83	372.23	stitch	small	99.5441	93.1587
1.2	100	96	20.2642	337816	1215.69	332.893	stitch	small	99.5757	94.4206
1.2	100	128	20.7989	338028	1209.76	329.412	stitch	small	99.517	94.4802
1.2	135	32	16.7524	331960	1512.2	422.111	stitch	small	99.4584	88.5397
1.2	135	64	24.7116	335344	939.394	308.446	stitch	small	99.6886	95.8333
1.2	135	96	26.1558	338168	879.433	267.516	stitch	small	99.684	96.3571
1.2	135	128	26.7135	338748	898.551	263.048	stitch	small	99.7111	96.6349
1.2	170	32	19.8221	331800	1215.69	380.665	stitch	small	99.5757	89.2817
1.2	170	64	29.716	335372	807.818	263.323	stitch	small	99.6976	97
1.2	170	96	31.841	338564	720.93	233.117	stitch	small	99.517	97.6349
1.2	170	128	32.8038	338940	686.981	222.222	stitch	small	99.675	97.7936
