1	100	32	7.42436	26900	1538.46	regular	small	99.12
1	100	64	9.06385	42212	1612.9	regular	small	98.93
1	100	96	11.4113	52212	1470.59	regular	small	99.02
1	100	128	12.3252	72492	1612.9	regular	small	98.95
1	135	32	10.1897	26900	1111.11	regular	small	99.75
1	135	64	11.9387	42212	1123.6	regular	small	99.64
1	135	96	14.6519	52212	1111.11	regular	small	99.63
1	135	128	15.9459	72492	1162.79	regular	small	99.68
1	170	32	13.3646	26900	869.565	regular	small	99.96
1	170	64	15.0998	42212	877.193	regular	small	99.88
1	170	96	18.1764	52212	847.458	regular	small	99.92
1	170	128	20.063	72492	869.565	regular	small	99.93
1.1	100	32	10.7635	26900	1149.43	regular	small	99.65
1.1	100	64	12.5449	42212	1010.1	regular	small	99.67
1.1	100	96	15.1398	52212	980.392	regular	small	99.72
1.1	100	128	15.9528	72492	1030.93	regular	small	99.75
1.1	135	32	14.4006	26900	826.446	regular	small	99.93
1.1	135	64	16.8058	42212	699.301	regular	small	99.95
1.1	135	96	19.1826	52212	709.22	regular	small	99.96
1.1	135	128	20.6879	72492	729.927	regular	small	99.96
1.1	170	32	17.9892	26900	632.911	regular	small	99.99
1.1	170	64	20.6348	42212	564.972	regular	small	99.99
1.1	170	96	24.5132	52212	531.915	regular	small	99.99
1.1	170	128	25.3065	72492	558.659	regular	small	99.98
1.2	100	32	16.1875	26900	990.099	regular	small	99.67
1.2	100	64	16.9725	42212	735.294	regular	small	99.87
1.2	100	96	19.6137	52212	699.301	regular	small	99.89
1.2	100	128	21.1189	72492	704.225	regular	small	99.93
1.2	135	32	21.3452	26900	740.741	regular	small	99.88
1.2	135	64	22.4265	42212	529.101	regular	small	99.98
1.2	135	96	25.5764	52212	487.805	regular	small	99.98
1.2	135	128	28.5246	72492	480.769	regular	small	99.99
1.2	170	32	26.6759	26900	584.795	regular	small	99.98
1.2	170	64	29.7436	42212	333.333	regular	small	99.99
1.2	170	96	32.6133	52212	362.319	regular	small	99.99
1.2	170	128	34.2738	72492	374.532	regular	small	99.99
1	100	32	4.34398	17300	2850.57	743.363	filter	small	99.4764	89.2143
1	100	64	4.65716	17872	2610.53	673.797	filter	small	99.4584	90.0079
1	100	96	4.66506	17788	2638.3	661.417	filter	small	99.5577	90.8175
1	100	128	4.5807	17788	2638.3	664.908	filter	small	99.4854	90.6548
1	135	32	5.71521	17408	2156.52	631.579	filter	small	99.684	93.3929
1	135	64	6.22524	18000	2016.26	566.292	filter	small	99.6209	93.7936
1	135	96	6.28755	18052	1984	550.218	filter	small	99.6525	93.7778
1	135	128	6.18682	18052	1984	557.522	filter	small	99.5035	93.6746
1	170	32	7.17763	17584	1746.48	544.276	filter	small	99.6795	93.996
1	170	64	7.74567	18320	1642.38	489.32	filter	small	99.6254	94.9167
1	170	96	7.70904	18316	1620.92	469.274	filter	small	99.657	95.2619
1	170	128	7.82189	18316	1653.33	475.472	filter	small	99.7292	95.3095
1.1	100	32	6.12239	19760	2296.3	619.165	filter	small	99.3726	92.9683
1.1	100	64	6.56458	21808	1907.69	511.156	filter	small	99.6615	94.6865
1.1	100	96	7.2269	22200	1784.17	466.667	filter	small	99.6705	95.1865
1.1	100	128	6.88992	22320	1797.1	459.854	filter	small	99.666	95.0198
1.1	135	32	8.18931	20172	1746.48	511.156	filter	small	99.6976	95.4643
1.1	135	64	8.92604	22288	1401.13	405.145	filter	small	99.675	96.9048
1.1	135	96	9.41032	22872	1377.78	390.093	filter	small	99.7608	97.0397
1.1	135	128	9.3894	23044	1377.78	381.818	filter	small	99.7202	97.0913
1.1	170	32	10.327	20344	1355.19	427.119	filter	small	99.5847	97.0595
1.1	170	64	11.2798	22720	1175.36	356.436	filter	small	99.5216	97.9048
1.1	170	96	11.8288	23328	1112.11	323.907	filter	small	99.675	98.0595
1.1	170	128	11.7365	23496	905.109	321.019	filter	small	99.7382	97.9524
1.2	100	32	11.2823	21976	1907.69	517.454	filter	small	99.6299	94.0873
1.2	100	64	9.42769	25872	1467.46	405.145	filter	small	99.5577	96.6905
1.2	100	96	9.4388	27140	1355.19	375	filter	small	99.6795	97.2103
1.2	100	128	9.61553	27716	1312.17	357.955	filter	small	99.6886	97.2817
1.2	135	32	13.8494	22212	1512.2	448.399	filter	small	99.7247	96.5833
1.2	135	64	12.666	26776	1102.22	332.893	filter	small	99.5125	98.1389
1.2	135	96	12.9976	28212	1008.13	298.578	filter	small	99.684	98.4921
1.2	135	128	13.2699	29060	984.127	287.671	filter	small	99.6073	98.5079
1.2	170	32	16.8987	22444	1192.31	376.119	filter	small	99.7156	97.6349
1.2	170	64	16.3332	27424	895.307	280	filter	small	99.6525	98.8452
1.2	170	96	16.5281	29068	823.92	254.032	filter	small	99.6163	99.0794
1.2	170	128	17.2557	30072	751.515	228.261	filter	small	99.7021	99.127
1	100	32	6.56094	337292	3220.78	773.006	stitch	small	98.4428	84.3651
1	100	64	7.33256	344640	2666.67	619.165	stitch	small	98.6504	86.7381
1	100	96	8.59492	350888	2666.67	581.986	stitch	small	98.6549	87.1429
1	100	128	9.25165	359700	2407.77	532.77	stitch	small	98.7091	87.8968
1	135	32	8.11417	337584	2361.9	656.25	stitch	small	99.2372	88.6468
